title1,title2,sourcename1,sourcename2,word_count1,word_count2,annotation_label,L1_distance,Cosine_Similarity,similarity_score,L1_distance_norm,Cosine_Similarity_norm,similarity_score_norm,Average_Score
the comparative advantage of x-teams,the present point in history,semantic_scholar,jstor,5.0,5,0,26,0.6670137985134995,0.043693878,0.225,0.7051259354239131,0.29025966,0.4067951982380756
residual inflation risk,non-feasance revisited,semantic_scholar,jstor,3.0,2,0,15,0.7312250691528784,0.10095361,0.0875,0.7730061387649146,0.35979435,0.4067668290810773
managing global privacy,technical progress in agriculture,repec,jstor,3.0,4,0,24,0.674266168508098,0.057881072,0.2,0.7127926946242148,0.3074882,0.40676029922430695
regarding optimum population,consumer safety act 1978,semantic_scholar,jstor,3.0,4,0,28,0.5421730470091868,0.13165444,0.25,0.5731519764448303,0.39707664,0.40674287099921363
equity and access,new methods of care,semantic_scholar,jstor,3.0,4,0,16,0.7035264706814484,0.11458637,0.1,0.7437248852127016,0.3763496,0.40669149446067615
migration and home ownership,the faces of chinese power,semantic_scholar,jstor,4.0,5,0,20,0.7238482967695945,0.055160113,0.15,0.7652078690158262,0.30418396,0.4064639429922545
conditions for framework legislation,organized labor and the veteran,semantic_scholar,jstor,4.0,5,0,25,0.7560083461495509,-0.024458893,0.2125,0.7992054938818463,0.20749678,0.40640075701956774
la tonnage tax,economic man in the classroom,semantic_scholar,jstor,3.0,5,0,23,0.6398788833789972,0.09715994,0.1875,0.6764405732027639,0.35518742,0.40637599642647465
it doesn't take nostradamus,breach of statutory duty,scopus,jstor,4.0,4,0,19,0.7912240535768487,0.0065474566,0.1375,0.8364333723704583,0.24515004,0.40636113897696363
aggregate recruiting intensity,the geography of civil war,scopus,jstor,3.0,5,0,26,0.6865554812287477,0.025598,0.225,0.7257841996683039,0.26828453,0.4063562430386198
women and the labour market,wendt's world,semantic_scholar,jstor,5.0,2,0,22,0.6210700940445368,0.12375973,0.175,0.6565570787335198,0.38748953,0.4063488687324776
children's television in indonesia,political review,semantic_scholar,jstor,4.0,2,0,22,0.734718358370645,0.024822185,0.175,0.7766990291262136,0.2673424,0.4063471392520423
markets for financial transmission rights,book reviews,semantic_scholar,jstor,5.0,2,0,37,0.5263449506665744,0.051718526,0.3625,0.5564194871553475,0.3000046,0.40630802954464135
the contribution continuum,arctic survey,scopus,jstor,3.0,2,0,23,0.5430788529512779,0.18095405,0.1875,0.5741095387376239,0.45694473,0.4061847575319108
smuggling and the global firm,direct and indirect additivity,elsevier,jstor,5.0,4,0,33,0.5290092118939487,0.09024643,0.3125,0.5592359801489747,0.34679186,0.4061759478634806
grand challenges for engineering,income taxation and capital accumulation,semantic_scholar,jstor,4.0,5,0,38,0.5664973758117771,0.006034637,0.375,0.5988661597776331,0.2445273,0.4061311516698174
public administration in mexico,introduction,semantic_scholar,jstor,4.0,1,0,19,0.7608650751944148,0.032309037,0.1375,0.8043397289134036,0.27643424,0.40609132387959196
the wisdom of the minority,transportation and the societal framework,scopus,jstor,5.0,5,0,23,0.7818738413941312,-0.027181815,0.1875,0.8265489035237208,0.20419012,0.4060796745415653
guaranteed annual income—again,fiscal and monetary policy,semantic_scholar,jstor,3.0,4,0,22,0.7439114566392623,0.015739616,0.175,0.7864174068127758,0.25631276,0.4059100548477533
uncertainty and business cycles,"the analysis of ""over-urbanization""",semantic_scholar,jstor,4.0,4,0,24,0.7439577621523457,-0.0049570035,0.2,0.7864663581512653,0.23117934,0.4058818999417055
tax-free savings account,beyond the call of duty,semantic_scholar,jstor,3.0,5,0,23,0.607701334418564,0.12388539,0.1875,0.6424244488573017,0.3876421,0.40585551146983906
crisis number iii,reforms and child development,semantic_scholar,jstor,3.0,4,0,26,0.4995383620103371,0.18703137,0.225,0.5280812114796745,0.46432492,0.4058020442830757
bullying effect on student's performance,standards and poor,scopus,jstor,5.0,3,0,30,0.5781515884776753,0.07732439,0.275,0.6111862761320243,0.33109966,0.40576197844550244
nan,nonmanipulable cores,repec,jstor,1.0,2,0,17,0.6135719910778963,0.180237,0.1125,0.6486305457591794,0.45607397,0.40573483845392144
topology and markets,unbinding the polish economy,semantic_scholar,jstor,3.0,4,0,18,0.6735198826004059,0.11764427,0.125,0.7120037670938881,0.38006306,0.40568894134656297
cpcs rendered virtually powerless,attachment of wages,semantic_scholar,jstor,4.0,3,0,30,0.5375170309743497,0.112333655,0.275,0.5682299228542901,0.37361398,0.4056146354156685
cut flowers in warsaw,the nature of soviet power,semantic_scholar,jstor,4.0,5,0,17,0.740592711348528,0.06908193,0.1125,0.7829090335485677,0.32109025,0.4054997615853065
asian currency baskets,removal of directors from office,semantic_scholar,jstor,3.0,5,0,30,0.5276448530110863,0.12050468,0.275,0.5577936639095262,0.38353664,0.40544343357963414
experimental economics and deception,wages and the pay board,scopus,jstor,4.0,5,0,29,0.6483387519305798,0.025555229,0.2625,0.6853838255601996,0.26823258,0.40537213651994447
consumer surplus in fisheries,bibliography of periodical literature,semantic_scholar,jstor,4.0,4,0,28,0.6397567144884828,0.043013297,0.25,0.6763114237707796,0.2894332,0.40524821161965335
what has happened to fulton,oaths of ministers without portfolio,semantic_scholar,jstor,5.0,5,0,23,0.7411520972605046,0.005868707,0.1875,0.7835003819064644,0.24432579,0.4051087229118197
superstar salaries and soccer success,telephone interviewing,semantic_scholar,jstor,5.0,2,0,35,0.41860532097256453,0.16284156,0.3375,0.4425237816399283,0.43494943,0.404991069827674
building the life-centered economy,the cost of litigation,semantic_scholar,jstor,4.0,4,0,22,0.6939779183594882,0.056686252,0.175,0.733630743377898,0.30603725,0.4048893301862789
disentangling global value chains,the constitution of religion,semantic_scholar,jstor,4.0,4,0,23,0.6765608421414798,0.061416343,0.1875,0.7152184823602961,0.31178135,0.40483327638607974
arbeitskreis quantitative steuerlehre,electoral reform and partisan jugglery,semantic_scholar,jstor,3.0,5,0,35,0.7508765638740674,-0.12693644,0.3375,0.7937804895034414,0.08305078,0.40477708983391464
ocean mineral revenue sharing,fiscal barriers to full employment,semantic_scholar,jstor,4.0,5,0,23,0.7516393997017515,-0.0041820165,0.1875,0.794586912590594,0.23212047,0.40473579393437537
innovative development of municipalities,macroeconomics and reality,semantic_scholar,jstor,4.0,3,0,26,0.7503552818768664,-0.03414911,0.225,0.7932294222590828,0.19572923,0.40465288271101
all that dough,duncan v. cammell laird inviolate,semantic_scholar,jstor,3.0,5,0,27,0.6419407387663694,0.049826294,0.2375,0.6786202398183117,0.29770672,0.4046089876771692
the interest equalization tax,unlocking space,semantic_scholar,jstor,4.0,2,0,24,0.5353033790313108,0.17352918,0.2,0.565889786262638,0.4479282,0.4046059921646537
the automobile compensationcontroversy,errata,semantic_scholar,jstor,3.0,1,0,32,0.47809144373375745,0.14063147,0.3,0.505408849460424,0.4079781,0.4044623123746915
is perfect information perfectly useless,california's foreign policy,semantic_scholar,jstor,5.0,3,0,23,0.7479668770423877,-0.0020246096,0.1875,0.7907045476660294,0.23474036,0.4043149697457804
set coverage and robust policy,promoting democracy,elsevier,jstor,5.0,2,0,15,0.7633225336137933,0.06688063,0.0875,0.8069376027064066,0.31841704,0.4042848817334089
waiting for signaling quality,discussion,scopus,jstor,4.0,1,0,27,0.4834937784152282,0.18666375,0.2375,0.511119865190885,0.46387845,0.4041661059895825
hong kong's mandatory provident fund,the dispute at mount isa,repec,jstor,5.0,5,0,24,0.6907044475720553,0.037123293,0.2,0.7301702315320928,0.28228053,0.404150255345979
the meaning of gainful trade,the philippines in 2012,repec,jstor,5.0,4,0,27,0.6141131705360953,0.071998455,0.2375,0.649202647374686,0.324632,0.4037782121256379
public expenditure and administration,our overstuffed armed forces,semantic_scholar,jstor,4.0,4,0,29,0.5821057616915386,0.079121314,0.2625,0.6153663846881999,0.33328182,0.40371606658007747
hedging time-varying downside risk,returns to returning,scopus,jstor,4.0,3,0,26,0.6482493908421918,0.052179404,0.225,0.685289358517418,0.30056426,0.40361787260270443
steuern und governance,the other china,semantic_scholar,jstor,3.0,3,0,17,0.6138245895861674,0.17462137,0.1125,0.6488975773555696,0.4492545,0.40355069671414495
documentation welfare module fifosim,commentary,semantic_scholar,jstor,4.0,1,0,28,0.6481812160876685,0.031203862,0.25,0.6852172883628536,0.27509212,0.40343647110060615
econ 720 economic development,forty years on,semantic_scholar,jstor,4.0,3,0,29,0.5448462751310045,0.110814996,0.2625,0.5759779486873822,0.37176976,0.4034159015887007
on endogenous cost of altruism,aspects of the saar problem,semantic_scholar,jstor,5.0,5,0,19,0.7488452649040593,0.035918303,0.1375,0.7916331252516903,0.2808172,0.40331677864199206
the paradox of punishment,conscientious objection,semantic_scholar,jstor,4.0,2,0,24,0.6016299267309013,0.112425596,0.2,0.6360061303237963,0.37372562,0.4032439177387253
looking inside,an insufficient note or memorandum,semantic_scholar,jstor,2.0,5,0,26,0.6940220937885672,0.011404555,0.225,0.7336774429226773,0.2510484,0.4032419430065439
studies in business and economics,staff and management controls,repec,jstor,5.0,4,0,26,0.6843380627078961,0.019500151,0.225,0.723440081282408,0.26087946,0.40310651275977527
reply to comments,knight on risk and uncertainty,semantic_scholar,jstor,3.0,5,0,25,0.6024640760767093,0.10082715,0.2125,0.6368879416732119,0.3596408,0.40300958286219596
valuing processes,cross hedging,scopus,jstor,2.0,2,0,10,0.7761140001162654,0.10404986,0.025,0.8204599538228307,0.36355436,0.4030047707683972
farmed bird |welfare science review,the economic road to war,semantic_scholar,jstor,5.0,5,0,25,0.6676606206684607,0.043873325,0.2125,0.7058097159964986,0.29047757,0.4029290966227037
independence of auditors,moscow is cheating,semantic_scholar,jstor,3.0,3,0,18,0.6429306248420495,0.13703425,0.125,0.6796666864534977,0.4036097,0.40275879316796076
the devaluation of the pula,the fragmentation of afghanistan,semantic_scholar,jstor,5.0,4,0,23,0.7768228171005116,-0.031059418,0.1875,0.8212092715133714,0.19948128,0.4027301833904282
note 11. equilibrium,parity re-examined,semantic_scholar,jstor,3.0,2,0,20,0.594913076530892,0.1580562,0.15,0.6289054896909653,0.4291382,0.4026812343623459
measurement of the employment indices,teacher mobility and allocation,semantic_scholar,jstor,5.0,4,0,24,0.7159650278620151,0.011500607,0.2,0.7568741623143408,0.25116503,0.40267973156704023
irving fisher and interest theory,the presumption of death,semantic_scholar,jstor,5.0,4,0,19,0.8060392749207552,-0.015473062,0.1375,0.8520951125502202,0.21840891,0.4026680083234977
elasticity of product bias,"controlling ""dangerous"" people",semantic_scholar,jstor,4.0,3,0,26,0.6298438669252061,0.06571531,0.225,0.6658321714279531,0.3170019,0.40261136014850535
readings in introductory macroeconomics,children's media policy,semantic_scholar,jstor,4.0,3,0,26,0.7734040639625875,-0.05928426,0.225,0.8175951761082472,0.16520578,0.4026003175998947
hedging beyond truth,economic factors in economic development,semantic_scholar,jstor,3.0,5,0,36,0.5920780681563309,-0.0044125263,0.35,0.6259084933222214,0.23184054,0.4025830097735219
preface,administrative stability and change,scopus,jstor,1.0,4,0,32,0.3578300267477955,0.24055548,0.3,0.378275881092131,0.5293231,0.40253299404527737
development blocks and structural analysis,democratic participation,semantic_scholar,jstor,5.0,2,0,28,0.6417666295310633,0.03421849,0.25,0.6784361822505601,0.278753,0.4023963982231023
monetary theory and policy,the great disruption,semantic_scholar,jstor,4.0,3,0,16,0.7468160448149385,0.066185646,0.1,0.7894879586648653,0.31757307,0.4023536763969961
econometrics and empirical economics,purple haze,semantic_scholar,jstor,4.0,2,0,33,0.43151697133684574,0.16560179,0.3125,0.45617318373816096,0.43830138,0.40232485606238866
two essays in microeconomics,monetary policy in recent years,semantic_scholar,jstor,4.0,5,0,21,0.7806310960071126,-0.016011715,0.1625,0.8252351495871934,0.2177548,0.40182998191151326
industrial location in developing countries,marruecos prepara el cambio,scopus,jstor,5.0,4,0,32,0.6264582489851718,0.0047253575,0.3,0.6622531045146824,0.24293734,0.40173014861570605
property and planning,optimal highway durability,semantic_scholar,jstor,3.0,3,0,21,0.5680085781535056,0.16868389,0.1625,0.600463709884094,0.4420442,0.40166930279904167
campbell at 21/sony at 31,prediction and consumer buying intentions,semantic_scholar,jstor,5.0,5,0,34,0.5495304637189454,0.050947804,0.325,0.5809297845671417,0.29906863,0.4016661381029368
asset returns and inflation,editor's introduction,semantic_scholar,jstor,4.0,2,0,18,0.7357885994794928,0.05337467,0.125,0.7778304221568934,0.30201578,0.4016154011864937
roundtable discussion,stuck in haiti,semantic_scholar,jstor,2.0,3,0,17,0.6375982524533231,0.1486213,0.1125,0.6740296305529918,0.41768074,0.4014034569698124
mathematics of finance,swapping with the empire,semantic_scholar,jstor,3.0,4,0,20,0.6564879518897746,0.10128614,0.15,0.6939986582023274,0.36019817,0.40139894271633264
akbar in pakistani textbooks,the southern regional council,semantic_scholar,jstor,4.0,4,0,27,0.6335035120929975,0.049106393,0.2375,0.6697009230609919,0.29683247,0.4013444650489815
bank default prediction models,ictur in action,semantic_scholar,jstor,4.0,3,0,19,0.671248622079538,0.098370396,0.1375,0.7096027302593616,0.3566574,0.4012533720284908
european investing and emu,the case for deep engagement,semantic_scholar,jstor,4.0,5,0,16,0.8299933065325821,-0.009174291,0.1,0.8774178404834437,0.22605799,0.40115861062296787
sociale preferenties,making foreign aid work,repec,jstor,2.0,4,0,23,0.5376654920241752,0.17324093,0.1875,0.5683868667389077,0.44757813,0.40115499963048834
theory study on trans-regional tourism,two invasions,semantic_scholar,jstor,5.0,2,0,29,0.7139328934618737,-0.042362526,0.2625,0.7547259148972706,0.18575507,0.4009936629738237
the natural wealth of britain,mortmain in mortmain,semantic_scholar,jstor,5.0,3,0,23,0.6513389472789296,0.07357952,0.1875,0.6885554474309529,0.326552,0.4008691503510026
speculating on home improvements,religion and politics,elsevier,jstor,4.0,3,0,19,0.7524030820950194,0.02674418,0.1375,0.7953942306147785,0.26967642,0.40085688257570967
compensation management in practice,consumer asset preferences,semantic_scholar,jstor,4.0,3,0,27,0.7046777962020493,-0.014204485,0.2375,0.7449419956930251,0.21994944,0.40079714495366714
oil wealth and property rights,england in 1946,ssrn,jstor,5.0,3,0,27,0.5310078242953822,0.1366286,0.2375,0.5613487901721727,0.40311712,0.4006553034793778
nature and necessity,table of contents,semantic_scholar,jstor,3.0,3,0,15,0.7667484762335376,0.054817133,0.0875,0.8105592983892238,0.30376747,0.4006089236315978
umbrella effects,interindustry wage differentials in brazil,scopus,jstor,2.0,5,0,30,0.6298438669252061,0.01958685,0.275,0.6658321714279531,0.26098475,0.4006056400099555
factor attribution that adds up,turkey and cyprus,semantic_scholar,jstor,5.0,3,0,22,0.6566261453344986,0.07856886,0.175,0.6941447478067668,0.33261093,0.40058522759317666
bringing airlines to account,the press and the pollster,semantic_scholar,jstor,4.0,5,0,28,0.5571428571428572,0.10340165,0.25,0.5889771383787316,0.3627672,0.40058144270662205
the little book is back,the re-employment rights of veterans,semantic_scholar,jstor,5.0,5,0,27,0.7071067811865476,-0.016988106,0.2375,0.747509769123113,0.2165691,0.40052628832436793
path to achieve global convergence,lost at sea,semantic_scholar,jstor,5.0,3,0,27,0.6556100681071858,0.027198479,0.2375,0.6930706134980484,0.2702281,0.4002662338000392
let's have evidence-based policy,firm age and wages,semantic_scholar,jstor,4.0,4,0,28,0.6439209162167847,0.02701918,0.25,0.6807135615458999,0.27001035,0.4002413045602015
industrial policy and semiconductors,the conference handbook,semantic_scholar,jstor,4.0,3,0,29,0.6092093974355003,0.046861466,0.2625,0.6440186802628067,0.2941063,0.4002083283027817
